t_id,t_date,tour_wk,t_name,t_country,t_surf,t_indoor,t_alt,t_lvl,t_draw_size,m_num,t_round,t_round_num,m_best_of,m_score,m_time(m),w_id,w_name,w_rank,w_rank_pts,w_ioc,w_ent,w_hd,w_ht,w_age,w_svpt,w_1stWon,w_2ndWon,w_SvGms,w_ace,w_bpSaved,w_bpFaced,l_id,l_name,l_rank,l_rank_pts,l_ioc,l_ent,l_hd,l_ht,l_age,l_svpt,l_1stWon,l_2ndWon,l_SvGms,l_ace,l_bpSaved,l_bpFaced,t_loc,AvgW_IP_NV,AvgL_IP_NV
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20080,R32,2,3,6-4 6-4,72.0,103163,Tommy Haas,12.0,2355.0,GER,5,R,188.0,35.51,61.0,34.0,9.0,10.0,6.0,2.0,2.0,104978,Daniel Brands,60.0,813.0,GER,5,R,196.0,26.23,57.0,27.0,12.0,10.0,10.0,1.0,3.0,Shanghai,79.41,20.59
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20081,R32,2,3,6-3 6-4,68.0,104597,Nicolas Almagro,16.0,2030.0,ESP,5,R,183.0,28.13,55.0,37.0,6.0,10.0,7.0,1.0,1.0,104871,Jeremy Chardy,38.0,1085.0,FRA,5,R,188.0,26.65,53.0,21.0,12.0,9.0,5.0,3.0,5.0,Shanghai,67.6,32.4
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20082,R32,2,3,7-6(5) 6-2,90.0,104607,Tomas Berdych,6.0,4610.0,CZE,5,R,196.0,28.05,59.0,28.0,19.0,10.0,8.0,1.0,1.0,103852,Feliciano Lopez,30.0,1320.0,ESP,5,L,188.0,32.05,79.0,36.0,13.0,10.0,15.0,3.0,5.0,Shanghai,64.98,35.02
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20083,R32,2,3,6-4 3-6 7-6(5),136.0,104527,Stan Wawrinka,8.0,3150.0,SUI,5,R,183.0,28.53,82.0,35.0,26.0,15.0,14.0,1.0,3.0,104731,Kevin Anderson,20.0,1775.0,RSA,5,R,203.0,27.39,120.0,56.0,21.0,16.0,21.0,9.0,11.0,Shanghai,69.16,30.84
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20084,R32,2,3,7-6(1) 3-6 6-3,122.0,105683,Milos Raonic,11.0,2815.0,CAN,5,R,196.0,22.78,92.0,52.0,15.0,15.0,20.0,3.0,4.0,104269,Fernando Verdasco,32.0,1245.0,ESP,5,L,188.0,29.89,84.0,45.0,16.0,15.0,9.0,2.0,3.0,Shanghai,66.98,33.02
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20085,R32,2,3,6-4 7-6(4),82.0,104122,Carlos Berlocq,44.0,965.0,ARG,5,R,183.0,30.67,55.0,36.0,14.0,11.0,6.0,0.0,0.0,104545,John Isner,13.0,2115.0,USA,5,R,206.0,28.45,68.0,37.0,12.0,11.0,12.0,2.0,3.0,Shanghai,24.27,75.73
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20086,R32,2,3,6-3 6-2,59.0,104745,Rafael Nadal,1.0,11160.0,ESP,5,L,185.0,27.35,48.0,33.0,4.0,9.0,9.0,0.0,0.0,105238,Alexandr Dolgopolov,34.0,1125.0,UKR,5,R,180.0,24.91,41.0,18.0,7.0,8.0,7.0,2.0,5.0,Shanghai,87.01,12.99
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20087,R16,3,3,6-3 6-3,70.0,104925,Novak Djokovic,2.0,11120.0,SRB,5,R,188.0,26.38,47.0,27.0,10.0,9.0,5.0,0.0,0.0,104926,Fabio Fognini,17.0,1885.0,ITA,5,R,178.0,26.37,65.0,27.0,9.0,9.0,3.0,3.0,6.0,Shanghai,90.88,9.12
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20088,R16,3,3,6-4 6-7(5) 6-3,129.0,104792,Gael Monfils,42.0,1050.0,FRA,5,R,193.0,27.1,104.0,49.0,24.0,16.0,15.0,4.0,5.0,103819,Roger Federer,7.0,4515.0,SUI,5,R,185.0,32.16,102.0,52.0,15.0,15.0,3.0,7.0,10.0,Shanghai,28.51,71.49
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20089,R16,3,3,6-4 6-3,80.0,104252,Florian Mayer,50.0,895.0,GER,5,R,190.0,30.01,60.0,28.0,12.0,9.0,6.0,3.0,4.0,103970,David Ferrer,4.0,6710.0,ESP,5,R,175.0,31.52,62.0,27.0,10.0,10.0,1.0,4.0,8.0,Shanghai,28.51,71.49
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20090,R16,3,3,7-6(5) 6-0,90.0,104542,Jo-Wilfried Tsonga,9.0,3115.0,FRA,5,R,188.0,28.47,51.0,29.0,11.0,9.0,13.0,2.0,3.0,105453,Kei Nishikori,18.0,1840.0,JPN,5,R,178.0,23.77,71.0,26.0,12.0,9.0,1.0,5.0,9.0,Shanghai,59.95,40.05
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20092,R16,3,3,6-7(6) 6-3 7-6(4),156.0,104597,Nicolas Almagro,16.0,2030.0,ESP,5,R,183.0,28.13,110.0,58.0,23.0,17.0,18.0,5.0,6.0,104607,Tomas Berdych,6.0,4610.0,CZE,5,R,196.0,28.05,102.0,47.0,25.0,16.0,12.0,2.0,4.0,Shanghai,30.27,69.73
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20093,R16,3,3,7-6(2) 6-4,81.0,104527,Stan Wawrinka,8.0,3150.0,SUI,5,R,183.0,28.53,62.0,32.0,18.0,11.0,10.0,0.0,0.0,105683,Milos Raonic,11.0,2815.0,CAN,5,R,196.0,22.78,59.0,34.0,10.0,11.0,11.0,1.0,2.0,Shanghai,45.91,54.09
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20094,R16,3,3,6-1 7-6(5),110.0,104745,Rafael Nadal,1.0,11160.0,ESP,5,L,185.0,27.35,61.0,36.0,7.0,9.0,2.0,0.0,0.0,104122,Carlos Berlocq,44.0,965.0,ARG,5,R,183.0,30.67,79.0,34.0,11.0,10.0,6.0,8.0,11.0,Shanghai,92.76,7.24
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20095,QF,4,3,6-7(4) 6-2 6-4,143.0,104925,Novak Djokovic,2.0,11120.0,SRB,5,R,188.0,26.38,86.0,43.0,17.0,15.0,4.0,2.0,4.0,104792,Gael Monfils,42.0,1050.0,FRA,5,R,193.0,27.1,103.0,44.0,17.0,15.0,9.0,3.0,8.0,Shanghai,85.53,14.47
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20096,QF,4,3,6-2 6-3,64.0,104542,Jo-Wilfried Tsonga,9.0,3115.0,FRA,5,R,188.0,28.47,57.0,26.0,15.0,9.0,4.0,4.0,4.0,104252,Florian Mayer,50.0,895.0,GER,5,R,190.0,30.01,51.0,24.0,6.0,8.0,3.0,5.0,8.0,Shanghai,72.19,27.81
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20097,QF,4,3,6-3 6-3,71.0,105223,Juan Martin del Potro,5.0,4925.0,ARG,5,R,198.0,25.04,50.0,28.0,10.0,9.0,9.0,1.0,1.0,104597,Nicolas Almagro,16.0,2030.0,ESP,5,R,183.0,28.13,59.0,29.0,6.0,9.0,12.0,5.0,8.0,Shanghai,67.44,32.56
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20098,QF,4,3,7-6(10) 6-1,106.0,104745,Rafael Nadal,1.0,11160.0,ESP,5,L,185.0,27.35,73.0,40.0,13.0,10.0,1.0,4.0,4.0,104527,Stan Wawrinka,8.0,3150.0,SUI,5,R,183.0,28.53,61.0,24.0,15.0,9.0,5.0,4.0,6.0,Shanghai,78.65,21.35
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20099,SF,5,3,6-2 7-5,94.0,104925,Novak Djokovic,2.0,11120.0,SRB,5,R,188.0,26.38,60.0,26.0,13.0,10.0,6.0,1.0,3.0,104542,Jo-Wilfried Tsonga,9.0,3115.0,FRA,5,R,188.0,28.47,72.0,26.0,9.0,10.0,4.0,5.0,10.0,Shanghai,81.26,18.74
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20100,SF,5,3,6-2 6-4,106.0,105223,Juan Martin del Potro,5.0,4925.0,ARG,5,R,198.0,25.04,65.0,34.0,9.0,9.0,5.0,6.0,6.0,104745,Rafael Nadal,1.0,11160.0,ESP,5,L,185.0,27.35,67.0,26.0,12.0,9.0,0.0,8.0,11.0,Shanghai,27.99,72.01
2013-5014,20131007,2013_29,Shanghai Masters,CHN,Hard,0,0,2,56,20101,F,6,3,6-1 3-6 7-6(3),152.0,104925,Novak Djokovic,2.0,11120.0,SRB,5,R,188.0,26.38,85.0,45.0,16.0,14.0,10.0,3.0,4.0,105223,Juan Martin del Potro,5.0,4925.0,ARG,5,R,198.0,25.04,104.0,51.0,13.0,14.0,5.0,10.0,12.0,Shanghai,69.84,30.16
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20102,R32,1,3,6-3 3-6 6-4,106.0,105539,Evgeny Donskoy,84.0,628.0,RUS,5,R,185.0,23.43,96.0,48.0,14.0,14.0,0.0,6.0,8.0,104571,Marcos Baghdatis,75.0,660.0,CYP,5,R,183.0,28.33,74.0,32.0,17.0,14.0,5.0,3.0,6.0,Moscow,34.21,65.79
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20103,R32,1,3,6-4 6-3,84.0,104534,Dudi Sela,68.0,707.0,ISR,5,R,175.0,28.53,66.0,28.0,14.0,10.0,2.0,9.0,11.0,106234,Aslan Karatsev,334.0,125.0,RUS,2.5,R,185.0,20.11,58.0,21.0,10.0,9.0,2.0,9.0,13.0,Moscow,74.7,25.3
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20104,R32,1,3,3-6 6-4 6-4,155.0,104559,Teymuraz Gabashvili,105.0,546.0,RUS,4,R,188.0,28.39,105.0,41.0,26.0,15.0,5.0,7.0,9.0,105173,Adrian Mannarino,60.0,815.0,FRA,5,L,183.0,25.29,115.0,47.0,25.0,14.0,5.0,15.0,17.0,Moscow,39.59,60.41
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20105,R32,1,3,6-2 3-6 6-4,117.0,111575,Karen Khachanov,808.0,20.0,RUS,4,R,198.0,17.4,85.0,46.0,8.0,14.0,7.0,6.0,9.0,105077,Albert Ramos,72.0,670.0,ESP,5,L,188.0,25.74,84.0,31.0,19.0,13.0,1.0,6.0,10.0,Moscow,28.51,71.49
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20106,R32,1,3,6-2 6-3,69.0,103333,Ivo Karlovic,86.0,622.0,CRO,5,R,208.0,34.63,45.0,22.0,15.0,9.0,15.0,2.0,2.0,106045,Denis Kudla,95.0,583.0,USA,5,R,180.0,21.16,75.0,30.0,11.0,8.0,3.0,7.0,10.0,Moscow,59.13,40.87
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20107,R32,1,3,6-0 2-6 6-1,96.0,104797,Denis Istomin,47.0,920.0,UZB,5,R,188.0,27.1,77.0,33.0,15.0,11.0,6.0,8.0,10.0,105723,Andrey Kuznetsov,142.0,391.0,RUS,4,R,185.0,22.64,77.0,22.0,18.0,10.0,6.0,7.0,12.0,Moscow,80.0,20.0
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20108,R32,1,3,1-6 6-3 6-4,112.0,104547,Horacio Zeballos,49.0,904.0,ARG,5,L,188.0,28.47,96.0,43.0,16.0,13.0,10.0,14.0,16.0,105575,Ricardas Berankis,128.0,447.0,LTU,5,R,175.0,23.32,76.0,33.0,18.0,13.0,6.0,2.0,4.0,Moscow,40.77,59.23
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20109,R32,1,3,6-2 7-5,81.0,104979,Andrey Golubev,131.0,430.0,KAZ,2.5,R,185.0,26.23,55.0,33.0,9.0,10.0,1.0,2.0,2.0,104873,Aleksandr Nedovyesov,124.0,467.0,KAZ,2.5,R,193.0,26.66,64.0,27.0,9.0,10.0,6.0,4.0,7.0,Moscow,63.64,36.36
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20110,R32,1,3,6-4 6-1,68.0,105062,Mikhail Kukushkin,102.0,559.0,KAZ,2.5,R,183.0,25.8,47.0,20.0,12.0,9.0,6.0,0.0,2.0,104166,Alex Bogomolov Jr,76.0,658.0,RUS,5,R,178.0,30.48,52.0,19.0,5.0,8.0,0.0,2.0,7.0,Moscow,63.3,36.7
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20111,R32,1,3,6-4 6-3,79.0,104660,Sergiy Stakhovsky,98.0,571.0,UKR,5,R,193.0,27.77,48.0,23.0,10.0,9.0,6.0,2.0,3.0,105311,Joao Sousa,50.0,903.0,POR,5,R,185.0,24.54,70.0,28.0,9.0,10.0,0.0,4.0,8.0,Moscow,43.46,56.54
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20112,R32,1,3,6-3 6-7(3) 6-3,136.0,104273,Edouard Roger Vasselin,65.0,780.0,FRA,5,R,188.0,29.88,117.0,49.0,20.0,16.0,2.0,6.0,9.0,106210,Jiri Vesely,88.0,616.0,CZE,5,L,198.0,20.26,89.0,41.0,9.0,14.0,7.0,3.0,8.0,Moscow,65.3,34.7
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20113,R32,1,3,3-6 7-5 4-1 RET,120.0,103893,Paolo Lorenzi,83.0,631.0,ITA,5,R,183.0,31.83,81.0,25.0,22.0,13.0,2.0,5.0,9.0,103835,Filippo Volandri,91.0,593.0,ITA,5,R,183.0,32.11,97.0,37.0,14.0,13.0,0.0,8.0,13.0,Moscow,79.16,20.84
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20114,R16,2,3,6-3 3-6 6-1,104.0,104755,Richard Gasquet,10.0,3060.0,FRA,5,R,185.0,27.32,75.0,34.0,17.0,13.0,3.0,3.0,5.0,105539,Evgeny Donskoy,84.0,628.0,RUS,5,R,185.0,23.43,72.0,22.0,19.0,12.0,4.0,5.0,9.0,Moscow,80.0,20.0
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20115,R16,2,3,6-1 6-7(7) 6-1,115.0,104559,Teymuraz Gabashvili,105.0,546.0,RUS,4,R,188.0,28.39,88.0,42.0,19.0,14.0,6.0,4.0,5.0,104534,Dudi Sela,68.0,707.0,ISR,5,R,175.0,28.53,76.0,30.0,11.0,12.0,1.0,2.0,7.0,Moscow,35.02,64.98
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20116,R16,2,3,6-4 6-4,66.0,111575,Karen Khachanov,808.0,20.0,RUS,4,R,198.0,17.4,63.0,31.0,15.0,10.0,14.0,0.0,0.0,104386,Janko Tipsarevic,27.0,1355.0,SRB,5,R,180.0,29.31,57.0,25.0,12.0,10.0,3.0,4.0,6.0,Moscow,18.0,82.0
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20117,R16,2,3,6-3 6-7(10) 7-6(6),133.0,103333,Ivo Karlovic,86.0,622.0,CRO,5,R,208.0,34.63,105.0,59.0,22.0,17.0,16.0,1.0,2.0,104797,Denis Istomin,47.0,920.0,UZB,5,R,188.0,27.1,100.0,55.0,21.0,16.0,6.0,2.0,4.0,Moscow,43.98,56.02
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20118,R16,2,3,6-3 6-4,65.0,104979,Andrey Golubev,131.0,430.0,KAZ,2.5,R,185.0,26.23,50.0,29.0,12.0,10.0,3.0,1.0,1.0,104547,Horacio Zeballos,49.0,904.0,ARG,5,L,188.0,28.47,49.0,20.0,13.0,9.0,3.0,2.0,4.0,Moscow,66.82,33.18
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20119,R16,2,3,6-4 6-4,77.0,105062,Mikhail Kukushkin,102.0,559.0,KAZ,2.5,R,183.0,25.8,63.0,24.0,18.0,10.0,4.0,3.0,4.0,105238,Alexandr Dolgopolov,38.0,1080.0,UKR,5,R,180.0,24.93,68.0,28.0,11.0,10.0,4.0,2.0,5.0,Moscow,38.69,61.31
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20120,R16,2,3,7-5 7-5,85.0,104273,Edouard Roger Vasselin,65.0,780.0,FRA,5,R,188.0,29.88,67.0,34.0,14.0,12.0,0.0,2.0,3.0,104660,Sergiy Stakhovsky,98.0,571.0,UKR,5,R,193.0,27.77,69.0,33.0,12.0,12.0,5.0,2.0,5.0,Moscow,53.44,46.56
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20121,R16,2,3,6-3 6-2,69.0,104312,Andreas Seppi,22.0,1555.0,ITA,5,R,190.0,29.65,46.0,20.0,18.0,9.0,3.0,0.0,0.0,103893,Paolo Lorenzi,83.0,631.0,ITA,5,R,183.0,31.83,56.0,21.0,10.0,8.0,6.0,3.0,6.0,Moscow,78.49,21.51
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20122,QF,3,3,6-3 6-2,82.0,104755,Richard Gasquet,10.0,3060.0,FRA,5,R,185.0,27.32,59.0,27.0,16.0,9.0,4.0,5.0,5.0,104559,Teymuraz Gabashvili,105.0,546.0,RUS,4,R,188.0,28.39,60.0,19.0,13.0,8.0,5.0,3.0,6.0,Moscow,84.59,15.41
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20123,QF,3,3,6-4 6-0,52.0,103333,Ivo Karlovic,86.0,622.0,CRO,5,R,208.0,34.63,37.0,22.0,10.0,8.0,11.0,0.0,0.0,111575,Karen Khachanov,808.0,20.0,RUS,4,R,198.0,17.4,48.0,18.0,7.0,8.0,2.0,4.0,8.0,Moscow,68.13,31.87
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20124,QF,3,3,6-4 7-6(4),84.0,105062,Mikhail Kukushkin,102.0,559.0,KAZ,2.5,R,183.0,25.8,64.0,36.0,10.0,11.0,4.0,0.0,1.0,104979,Andrey Golubev,131.0,430.0,KAZ,2.5,R,185.0,26.23,56.0,30.0,11.0,11.0,0.0,2.0,4.0,Moscow,64.56,35.44
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20126,SF,4,3,6-4 7-5,72.0,104755,Richard Gasquet,10.0,3060.0,FRA,5,R,185.0,27.32,59.0,33.0,13.0,11.0,4.0,1.0,1.0,103333,Ivo Karlovic,86.0,622.0,CRO,5,R,208.0,34.63,58.0,34.0,7.0,11.0,15.0,0.0,2.0,Moscow,73.24,26.76
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20127,SF,4,3,6-1 1-6 6-4,99.0,105062,Mikhail Kukushkin,102.0,559.0,KAZ,2.5,R,183.0,25.8,79.0,28.0,14.0,12.0,5.0,4.0,9.0,104312,Andreas Seppi,22.0,1555.0,ITA,5,R,190.0,29.65,67.0,26.0,9.0,12.0,3.0,3.0,9.0,Moscow,44.36,55.64
2013-438,20131014,2013_30,Moscow,RUS,Hard,1,0,1,28,20128,F,5,3,4-6 6-4 6-4,144.0,104755,Richard Gasquet,10.0,3060.0,FRA,5,R,185.0,27.32,99.0,48.0,13.0,15.0,12.0,9.0,12.0,105062,Mikhail Kukushkin,102.0,559.0,KAZ,2.5,R,183.0,25.8,107.0,38.0,26.0,15.0,15.0,7.0,11.0,Moscow,77.45,22.55
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20129,R32,1,3,6-4 6-2,58.0,106058,Jack Sock,97.0,571.0,USA,5,R,185.0,21.05,50.0,19.0,12.0,9.0,2.0,1.0,3.0,106071,Bernard Tomic,52.0,890.0,AUS,5,R,193.0,20.98,51.0,23.0,2.0,9.0,2.0,4.0,9.0,Stockholm,36.54,63.46
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20130,R32,1,3,6-3 3-6 7-6(3),114.0,103813,Jarkko Nieminen,41.0,1050.0,FIN,5,L,185.0,32.23,92.0,38.0,21.0,15.0,7.0,2.0,5.0,103794,Benjamin Becker,71.0,675.0,GER,5,R,178.0,32.33,89.0,41.0,15.0,15.0,8.0,2.0,5.0,Stockholm,67.82,32.18
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20131,R32,1,3,6-7(2) 6-1 6-4,116.0,104269,Fernando Verdasco,32.0,1200.0,ESP,5,L,188.0,29.91,98.0,48.0,21.0,15.0,10.0,6.0,6.0,104471,Ivan Dodig,29.0,1295.0,CRO,5,R,183.0,28.78,87.0,38.0,18.0,14.0,8.0,2.0,5.0,Stockholm,42.71,57.29
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20132,R32,1,3,7-6(5) 6-3,85.0,104198,Guillermo Garcia Lopez,64.0,783.0,ESP,5,R,188.0,30.36,74.0,32.0,20.0,11.0,4.0,7.0,8.0,105472,Nils Langer,340.0,122.0,GER,2.5,R,193.0,23.72,65.0,31.0,12.0,10.0,1.0,1.0,3.0,Stockholm,79.27,20.73
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20133,R32,1,3,6-4 6-2,77.0,104997,Igor Sijsling,67.0,713.0,NED,5,R,190.0,26.16,65.0,27.0,11.0,9.0,5.0,9.0,11.0,104735,Tobias Kamke,85.0,627.0,GER,5,R,180.0,27.4,54.0,17.0,9.0,9.0,1.0,3.0,8.0,Stockholm,57.66,42.34
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20134,R32,1,3,6-3 3-6 7-6(3),140.0,105208,Ernests Gulbis,26.0,1361.0,LAT,5,R,190.0,25.12,111.0,56.0,16.0,15.0,15.0,10.0,12.0,104871,Jeremy Chardy,36.0,1120.0,FRA,5,R,188.0,26.67,94.0,39.0,23.0,15.0,8.0,0.0,2.0,Stockholm,73.12,26.88
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20135,R32,1,3,6-3 6-4,80.0,105777,Grigor Dimitrov,28.0,1340.0,BUL,5,R,188.0,22.41,65.0,26.0,17.0,9.0,6.0,6.0,6.0,105657,Marius Copil,137.0,401.0,ROU,2.5,R,193.0,22.99,68.0,27.0,12.0,10.0,5.0,6.0,9.0,Stockholm,71.43,28.57
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20136,R32,1,3,6-3 6-0,52.0,105526,Jan Lennard Struff,117.0,496.0,GER,5,R,193.0,23.47,38.0,27.0,5.0,8.0,8.0,0.0,0.0,105427,Milos Sekulic,891.0,16.0,SWE,2.5,R,178.0,23.94,55.0,16.0,10.0,7.0,2.0,4.0,8.0,Stockholm,79.27,20.73
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20137,R32,1,3,6-4 5-7 7-5,138.0,104932,Kenny De Schepper,96.0,574.0,FRA,5,L,203.0,26.38,86.0,38.0,22.0,17.0,13.0,2.0,5.0,105436,Markus Eriksson,406.0,94.0,SWE,4,R,188.0,23.87,112.0,49.0,21.0,17.0,4.0,10.0,14.0,Stockholm,76.48,23.52
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20138,R32,1,3,6-4 6-4,71.0,105332,Benoit Paire,25.0,1380.0,FRA,5,R,196.0,24.44,59.0,19.0,17.0,10.0,2.0,4.0,6.0,105053,Santiago Giraldo,80.0,648.0,COL,5,R,188.0,25.88,69.0,18.0,18.0,10.0,3.0,2.0,6.0,Stockholm,58.03,41.97
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20140,R32,1,3,6-1 6-3,54.0,104026,Joachim Johansson,,,SWE,2.5,R,198.0,31.29,48.0,22.0,13.0,8.0,11.0,2.0,2.0,104268,Alejandro Falla,112.0,532.0,COL,5,L,185.0,29.92,48.0,16.0,10.0,8.0,6.0,3.0,7.0,Stockholm,53.32,46.68
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20141,R16,2,3,4-6 6-3 6-1,97.0,103970,David Ferrer,3.0,6800.0,ESP,5,R,175.0,31.53,75.0,41.0,10.0,13.0,4.0,5.0,7.0,106058,Jack Sock,97.0,571.0,USA,5,R,185.0,21.05,79.0,31.0,15.0,13.0,5.0,4.0,9.0,Stockholm,77.15,22.85
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20142,R16,2,3,6-2 3-6 6-3,109.0,104269,Fernando Verdasco,32.0,1200.0,ESP,5,L,188.0,29.91,99.0,39.0,20.0,13.0,7.0,8.0,11.0,103813,Jarkko Nieminen,41.0,1050.0,FIN,5,L,185.0,32.23,73.0,30.0,11.0,13.0,2.0,4.0,9.0,Stockholm,60.41,39.59
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20143,R16,2,3,6-2 6-1,59.0,105668,Jerzy Janowicz,15.0,2060.0,POL,5,R,203.0,22.92,43.0,20.0,14.0,8.0,5.0,2.0,2.0,104198,Guillermo Garcia Lopez,64.0,783.0,ESP,5,R,188.0,30.36,42.0,12.0,8.0,7.0,2.0,4.0,8.0,Stockholm,57.51,42.49
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20144,R16,2,3,6-3 7-6(3),78.0,105208,Ernests Gulbis,26.0,1361.0,LAT,5,R,190.0,25.12,59.0,33.0,11.0,11.0,9.0,0.0,1.0,104997,Igor Sijsling,67.0,713.0,NED,5,R,190.0,26.16,69.0,27.0,14.0,10.0,1.0,2.0,4.0,Stockholm,66.19,33.81
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20145,R16,2,3,6-1 6-3,61.0,105777,Grigor Dimitrov,28.0,1340.0,BUL,5,R,188.0,22.41,41.0,22.0,10.0,8.0,8.0,0.0,0.0,105526,Jan Lennard Struff,117.0,496.0,GER,5,R,193.0,23.47,55.0,21.0,7.0,8.0,1.0,4.0,8.0,Stockholm,79.16,20.84
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20146,R16,2,3,7-6(5) 4-6 6-3,134.0,104932,Kenny De Schepper,96.0,574.0,FRA,5,L,203.0,26.38,118.0,57.0,22.0,16.0,20.0,6.0,7.0,104731,Kevin Anderson,20.0,1775.0,RSA,5,R,203.0,27.41,94.0,51.0,15.0,15.0,13.0,4.0,5.0,Stockholm,23.38,76.62
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20147,R16,2,3,6-4 6-4,69.0,105332,Benoit Paire,25.0,1380.0,FRA,5,R,196.0,24.44,73.0,31.0,13.0,10.0,5.0,6.0,8.0,105807,Pablo Carreno Busta,66.0,735.0,ESP,5,R,188.0,22.26,60.0,22.0,11.0,10.0,2.0,2.0,6.0,Stockholm,68.79,31.21
2013-429,20131014,2013_30,Stockholm,SWE,Hard,0,0,1,28,20148,R16,2,3,6-2 7-6(3),83.0,105683,Milos Raonic,11.0,2860.0,CAN,5,R,196.0,22.8,58.0,33.0,13.0,10.0,16.0,0.0,0.0,104026,Joachim Johansson,,,SWE,2.5,R,198.0,31.29,80.0,37.0,13.0,10.0,11.0,9.0,11.0,Stockholm,76.57,23.43
