t_id,t_date,tour_wk,t_name,t_country,t_surf,t_indoor,t_alt,t_lvl,t_draw_size,m_num,t_round,t_round_num,m_best_of,m_score,m_time(m),w_id,w_name,w_rank,w_rank_pts,w_ioc,w_ent,w_hd,w_ht,w_age,w_svpt,w_1stWon,w_2ndWon,w_SvGms,w_ace,w_bpSaved,w_bpFaced,l_id,l_name,l_rank,l_rank_pts,l_ioc,l_ent,l_hd,l_ht,l_age,l_svpt,l_1stWon,l_2ndWon,l_SvGms,l_ace,l_bpSaved,l_bpFaced,t_loc,AvgW_IP_NV,AvgL_IP_NV
2010-410,20100411,2010_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,28062,QF,4,3,7-5 7-6(1),121.0,103970,David Ferrer,17.0,2045.0,ESP,5,R,175.0,28.03,65.0,21.0,20.0,12.0,1.0,3.0,7.0,104259,Philipp Kohlschreiber,33.0,1265.0,GER,5,R,178.0,26.49,77.0,30.0,10.0,12.0,2.0,3.0,8.0,,,
2010-410,20100411,2010_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,28063,QF,4,3,6-4 6-2,95.0,104745,Rafael Nadal,3.0,6980.0,ESP,5,L,185.0,23.86,48.0,25.0,9.0,8.0,2.0,0.0,1.0,103507,Juan Carlos Ferrero,16.0,2105.0,ESP,5,R,183.0,30.16,60.0,26.0,7.0,9.0,1.0,4.0,8.0,,,
2010-410,20100411,2010_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,28064,SF,5,3,6-2 6-2,92.0,104269,Fernando Verdasco,12.0,2725.0,ESP,5,L,188.0,26.41,45.0,25.0,5.0,8.0,4.0,2.0,3.0,104925,Novak Djokovic,2.0,7630.0,SRB,5,R,188.0,22.89,66.0,21.0,8.0,8.0,0.0,7.0,12.0,,,
2010-410,20100411,2010_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,28065,SF,5,3,6-2 6-3,75.0,104745,Rafael Nadal,3.0,6980.0,ESP,5,L,185.0,23.86,50.0,23.0,8.0,8.0,2.0,2.0,4.0,103970,David Ferrer,17.0,2045.0,ESP,5,R,175.0,28.03,48.0,15.0,7.0,9.0,1.0,3.0,9.0,,,
2010-410,20100411,2010_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,28066,F,6,3,6-0 6-1,86.0,104745,Rafael Nadal,3.0,6980.0,ESP,5,L,185.0,23.86,45.0,20.0,9.0,6.0,2.0,5.0,5.0,104269,Fernando Verdasco,12.0,2725.0,ESP,5,L,188.0,26.41,53.0,12.0,7.0,7.0,2.0,8.0,14.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28121,R32,1,3,6-4 6-2,68.0,105227,Marin Cilic,11.0,2900.0,CRO,5,R,198.0,21.59,46.0,26.0,7.0,9.0,6.0,0.0,1.0,103582,Michael Berrer,44.0,944.0,GER,5,L,193.0,29.84,50.0,21.0,4.0,9.0,5.0,0.0,4.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28122,R32,1,3,7-5 6-2,71.0,103752,Simon Greul,62.0,750.0,GER,5,R,185.0,29.05,56.0,35.0,6.0,10.0,9.0,0.0,0.0,103017,Nicolas Kiefer,148.0,337.0,GER,4,R,183.0,32.83,56.0,21.0,13.0,10.0,3.0,4.0,7.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28124,R32,1,3,6-3 6-1,55.0,104597,Nicolas Almagro,36.0,1290.0,ESP,5,R,183.0,24.7,36.0,16.0,16.0,8.0,4.0,0.0,0.0,104019,Kristof Vliegen,147.0,341.0,BEL,5,R,193.0,27.86,50.0,17.0,9.0,8.0,1.0,1.0,5.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28125,R32,1,3,6-4 6-4,78.0,104259,Philipp Kohlschreiber,28.0,1400.0,GER,5,R,178.0,26.55,57.0,29.0,13.0,10.0,4.0,1.0,1.0,104978,Daniel Brands,77.0,657.0,GER,5,R,196.0,22.8,56.0,25.0,11.0,10.0,4.0,3.0,5.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28126,R32,1,3,6-7(5) 6-3 6-3,126.0,103490,Santiago Ventura,137.0,374.0,ESP,5,R,183.0,30.32,91.0,41.0,19.0,15.0,8.0,2.0,4.0,105238,Alexandr Dolgopolov,65.0,734.0,UKR,5,R,180.0,21.48,109.0,50.0,13.0,15.0,2.0,11.0,16.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28127,R32,1,3,6-0 6-4,52.0,103843,Marco Chiudinelli,68.0,708.0,SUI,5,R,185.0,28.64,46.0,22.0,12.0,8.0,5.0,2.0,2.0,103693,Thierry Ascione,165.0,296.0,FRA,2.5,R,188.0,29.29,50.0,22.0,3.0,8.0,1.0,3.0,7.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28128,R32,1,3,3-6 6-1 6-2,100.0,104571,Marcos Baghdatis,31.0,1345.0,CYP,5,R,183.0,24.88,62.0,27.0,11.0,12.0,3.0,4.0,8.0,105376,Peter Gojowczyk,384.0,93.0,GER,2.5,R,185.0,20.8,98.0,30.0,18.0,12.0,1.0,3.0,10.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28129,R32,1,3,3-6 6-3 6-3,110.0,104332,Philipp Petzschner,45.0,925.0,GER,5,R,185.0,26.11,80.0,36.0,12.0,13.0,3.0,5.0,8.0,103898,Julien Benneteau,37.0,1129.0,FRA,5,R,185.0,28.37,85.0,36.0,14.0,14.0,4.0,4.0,9.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28130,R32,1,3,7-6(7) 7-5,132.0,104230,Daniel Koellerer,106.0,490.0,AUT,5,R,180.0,26.71,68.0,24.0,17.0,12.0,0.0,2.0,6.0,104339,Mario Ancic,422.0,79.0,CRO,5,R,196.0,26.09,86.0,33.0,13.0,12.0,3.0,9.0,14.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28131,R32,1,3,5-7 6-1 6-2,119.0,105137,Pere Riba,98.0,555.0,ESP,2.5,R,183.0,22.07,85.0,36.0,17.0,14.0,7.0,2.0,5.0,105041,Lukas Lacko,72.0,683.0,SVK,5,R,185.0,22.5,88.0,25.0,19.0,13.0,1.0,9.0,15.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28132,R32,1,3,6-1 6-1,44.0,104607,Tomas Berdych,16.0,2305.0,CZE,5,R,196.0,24.62,32.0,12.0,16.0,7.0,0.0,0.0,0.0,105906,Kevin Krawietz,1057.0,6.0,GER,4,R,190.0,18.27,43.0,15.0,4.0,7.0,0.0,1.0,6.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28133,R32,1,3,6-4 4-6 6-0,117.0,103794,Benjamin Becker,46.0,914.0,GER,5,R,178.0,28.88,92.0,31.0,22.0,13.0,9.0,6.0,9.0,103565,Stephane Robert,66.0,727.0,FRA,5,R,185.0,29.96,90.0,28.0,20.0,13.0,1.0,9.0,15.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28134,R32,1,3,6-1 6-2,68.0,104225,Jan Hajek,96.0,562.0,CZE,5,R,180.0,26.74,74.0,25.0,22.0,8.0,3.0,8.0,8.0,105098,Alexandre Sidorenko,253.0,180.0,FRA,2.5,R,185.0,22.2,48.0,18.0,6.0,7.0,2.0,6.0,10.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28135,R32,1,3,2-6 7-6(3) 6-1,114.0,104676,Andreas Beck,85.0,615.0,GER,5,L,190.0,24.24,84.0,37.0,19.0,14.0,0.0,3.0,6.0,104797,Denis Istomin,81.0,620.0,UZB,5,R,188.0,23.65,77.0,39.0,10.0,13.0,5.0,1.0,4.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28136,R32,1,3,6-1 6-4,59.0,104022,Mikhail Youzhny,15.0,2320.0,RUS,5,R,183.0,27.85,47.0,25.0,9.0,9.0,2.0,3.0,4.0,104871,Jeremy Chardy,43.0,955.0,FRA,5,R,188.0,23.22,41.0,14.0,5.0,8.0,5.0,1.0,5.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28137,R16,2,3,6-7(6) 6-2 7-5,152.0,105227,Marin Cilic,11.0,2900.0,CRO,5,R,198.0,21.59,92.0,48.0,17.0,16.0,5.0,3.0,4.0,103752,Simon Greul,62.0,750.0,GER,5,R,185.0,29.05,113.0,42.0,23.0,16.0,1.0,5.0,9.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28138,R16,2,3,6-2 5-7 7-6(5),125.0,104597,Nicolas Almagro,36.0,1290.0,ESP,5,R,183.0,24.7,100.0,54.0,19.0,16.0,17.0,9.0,10.0,104731,Kevin Anderson,88.0,599.0,RSA,5,R,203.0,23.96,102.0,52.0,17.0,16.0,8.0,6.0,8.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28139,R16,2,3,6-2 6-1,68.0,104259,Philipp Kohlschreiber,28.0,1400.0,GER,5,R,178.0,26.55,38.0,29.0,3.0,8.0,1.0,0.0,0.0,103490,Santiago Ventura,137.0,374.0,ESP,5,R,183.0,30.32,36.0,14.0,6.0,7.0,2.0,3.0,7.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28140,R16,2,3,6-3 6-4,77.0,104571,Marcos Baghdatis,31.0,1345.0,CYP,5,R,183.0,24.88,61.0,25.0,18.0,10.0,7.0,3.0,4.0,103843,Marco Chiudinelli,68.0,708.0,SUI,5,R,185.0,28.64,59.0,25.0,10.0,9.0,2.0,4.0,7.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28141,R16,2,3,6-1 6-4,87.0,104332,Philipp Petzschner,45.0,925.0,GER,5,R,185.0,26.11,61.0,30.0,11.0,9.0,8.0,4.0,5.0,104230,Daniel Koellerer,106.0,490.0,AUT,5,R,180.0,26.71,62.0,26.0,5.0,8.0,0.0,5.0,9.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28142,R16,2,3,7-5 6-1,102.0,104607,Tomas Berdych,16.0,2305.0,CZE,5,R,196.0,24.62,58.0,20.0,20.0,9.0,1.0,6.0,7.0,105137,Pere Riba,98.0,555.0,ESP,2.5,R,183.0,22.07,59.0,19.0,10.0,10.0,3.0,5.0,10.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28143,R16,2,3,6-4 6-0,73.0,104225,Jan Hajek,96.0,562.0,CZE,5,R,180.0,26.74,50.0,27.0,9.0,8.0,0.0,1.0,1.0,103794,Benjamin Becker,46.0,914.0,GER,5,R,178.0,28.88,58.0,21.0,7.0,8.0,6.0,5.0,9.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28144,R16,2,3,6-3 6-3,60.0,104022,Mikhail Youzhny,15.0,2320.0,RUS,5,R,183.0,27.85,45.0,33.0,2.0,9.0,1.0,0.0,1.0,104676,Andreas Beck,85.0,615.0,GER,5,L,190.0,24.24,59.0,23.0,8.0,9.0,1.0,6.0,10.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28145,QF,3,3,6-4 6-7(2) 6-2,141.0,105227,Marin Cilic,11.0,2900.0,CRO,5,R,198.0,21.59,112.0,56.0,19.0,15.0,5.0,10.0,10.0,104597,Nicolas Almagro,36.0,1290.0,ESP,5,R,183.0,24.7,95.0,54.0,11.0,15.0,11.0,2.0,5.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28146,QF,3,3,6-3 6-4,84.0,104571,Marcos Baghdatis,31.0,1345.0,CYP,5,R,183.0,24.88,62.0,24.0,17.0,10.0,6.0,5.0,6.0,104259,Philipp Kohlschreiber,28.0,1400.0,GER,5,R,178.0,26.55,56.0,26.0,6.0,9.0,3.0,2.0,5.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28147,QF,3,3,1-6 6-3 6-4,109.0,104332,Philipp Petzschner,45.0,925.0,GER,5,R,185.0,26.11,80.0,31.0,22.0,13.0,7.0,6.0,8.0,104607,Tomas Berdych,16.0,2305.0,CZE,5,R,196.0,24.62,76.0,36.0,17.0,13.0,7.0,7.0,9.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28148,QF,3,3,6-1 6-3,76.0,104022,Mikhail Youzhny,15.0,2320.0,RUS,5,R,183.0,27.85,66.0,33.0,8.0,8.0,4.0,8.0,9.0,104225,Jan Hajek,96.0,562.0,CZE,5,R,180.0,26.74,52.0,18.0,5.0,8.0,0.0,5.0,10.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28149,SF,4,3,3-6 6-2 6-3,136.0,105227,Marin Cilic,11.0,2900.0,CRO,5,R,198.0,21.59,101.0,45.0,21.0,13.0,8.0,8.0,9.0,104571,Marcos Baghdatis,31.0,1345.0,CYP,5,R,183.0,24.88,85.0,32.0,20.0,13.0,10.0,1.0,4.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28150,SF,4,3,7-5 7-6(5),104.0,104022,Mikhail Youzhny,15.0,2320.0,RUS,5,R,183.0,27.85,77.0,38.0,13.0,12.0,3.0,2.0,4.0,104332,Philipp Petzschner,45.0,925.0,GER,5,R,185.0,26.11,72.0,33.0,14.0,12.0,4.0,3.0,6.0,,,
2010-308,20100502,2010_14,Munich,GER,Clay,0,0,1,32,28151,F,5,3,6-3 4-6 6-4,171.0,104022,Mikhail Youzhny,15.0,2320.0,RUS,5,R,183.0,27.85,109.0,51.0,19.0,15.0,6.0,7.0,9.0,105227,Marin Cilic,11.0,2900.0,CRO,5,R,198.0,21.59,103.0,34.0,28.0,14.0,5.0,8.0,11.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28230,R32,1,3,6-3 6-1,67.0,103694,Olivier Rochus,60.0,741.0,BEL,5,R,168.0,29.33,50.0,25.0,8.0,8.0,1.0,1.0,2.0,105173,Adrian Mannarino,289.0,148.0,FRA,2.5,L,183.0,21.88,46.0,14.0,6.0,8.0,2.0,4.0,9.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28231,R32,1,3,6-3 6-0,67.0,104755,Richard Gasquet,68.0,715.0,FRA,5,R,185.0,23.91,52.0,28.0,9.0,8.0,5.0,1.0,1.0,105041,Lukas Lacko,72.0,676.0,SVK,5,R,185.0,22.54,47.0,13.0,11.0,7.0,1.0,1.0,5.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28232,R32,1,3,6-3 7-5,75.0,105238,Alexandr Dolgopolov,57.0,804.0,UKR,5,R,180.0,21.52,63.0,34.0,12.0,11.0,11.0,2.0,3.0,103656,Albert Montanes,34.0,1325.0,ESP,5,R,175.0,29.47,64.0,29.0,9.0,10.0,4.0,1.0,4.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28233,R32,1,3,7-5 6-2,86.0,103843,Marco Chiudinelli,65.0,722.0,SUI,5,R,185.0,28.68,60.0,31.0,9.0,10.0,4.0,4.0,5.0,104926,Fabio Fognini,92.0,570.0,ITA,5,R,178.0,22.98,65.0,23.0,13.0,10.0,2.0,3.0,7.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28234,R32,1,3,6-3 6-1,70.0,103808,Potito Starace,63.0,732.0,ITA,5,R,188.0,28.84,62.0,33.0,7.0,8.0,4.0,4.0,4.0,104327,Steve Darcis,110.0,469.0,BEL,2.5,R,178.0,26.18,40.0,14.0,6.0,8.0,1.0,3.0,7.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28235,R32,1,3,7-5 6-4,95.0,103997,Lukasz Kubot,54.0,834.0,POL,5,R,190.0,28.0,58.0,28.0,13.0,11.0,0.0,0.0,1.0,105917,Gianni Mina,653.0,29.0,FRA,4,R,185.0,18.27,70.0,24.0,19.0,11.0,2.0,4.0,7.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28236,R32,1,3,6-4 7-5,91.0,104571,Marcos Baghdatis,29.0,1440.0,CYP,5,R,183.0,24.91,53.0,23.0,18.0,11.0,7.0,0.0,1.0,104397,Laurent Recouderc,179.0,269.0,FRA,2,R,178.0,25.85,73.0,23.0,21.0,11.0,3.0,8.0,11.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28237,R32,1,3,6-3 6-4,98.0,103752,Simon Greul,61.0,740.0,GER,5,R,185.0,29.09,63.0,29.0,6.0,9.0,5.0,3.0,6.0,103096,Arnaud Clement,76.0,635.0,FRA,4,R,173.0,32.41,62.0,17.0,13.0,10.0,1.0,5.0,11.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28238,R32,1,3,1-6 6-1 6-3,92.0,104919,Leonardo Mayer,59.0,772.0,ARG,5,R,188.0,23.01,57.0,28.0,11.0,11.0,6.0,0.0,2.0,104095,David Guez,138.0,384.0,FRA,2.5,R,185.0,27.44,71.0,32.0,10.0,12.0,0.0,0.0,4.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28239,R32,1,3,6-3 7-5,94.0,104312,Andreas Seppi,62.0,735.0,ITA,5,R,190.0,26.23,63.0,27.0,16.0,10.0,2.0,2.0,3.0,103582,Michael Berrer,43.0,944.0,GER,5,L,193.0,29.88,69.0,28.0,10.0,11.0,5.0,2.0,6.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28240,R32,1,3,2-6 6-3 6-4,99.0,104660,Sergiy Stakhovsky,66.0,719.0,UKR,5,R,193.0,24.36,85.0,38.0,14.0,14.0,6.0,2.0,6.0,103813,Jarkko Nieminen,69.0,707.0,FIN,5,L,185.0,28.82,74.0,37.0,9.0,13.0,2.0,5.0,9.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28241,R32,1,3,7-5 7-6(4),123.0,103722,Florent Serra,67.0,715.0,FRA,5,R,180.0,29.21,74.0,38.0,11.0,12.0,2.0,5.0,7.0,105011,Illya Marchenko,78.0,632.0,UKR,2.5,R,185.0,22.69,102.0,44.0,13.0,12.0,6.0,7.0,10.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28242,R16,2,3,2-6 6-4 6-4,122.0,103694,Olivier Rochus,60.0,741.0,BEL,5,R,168.0,29.33,98.0,46.0,14.0,14.0,4.0,3.0,6.0,104417,Robin Soderling,7.0,4770.0,SWE,5,R,193.0,25.75,77.0,38.0,14.0,14.0,15.0,3.0,6.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28243,R16,2,3,6-0 2-6 6-3,82.0,104755,Richard Gasquet,68.0,715.0,FRA,5,R,185.0,23.91,72.0,34.0,11.0,12.0,3.0,3.0,6.0,105238,Alexandr Dolgopolov,57.0,804.0,UKR,5,R,180.0,21.52,60.0,18.0,13.0,11.0,4.0,5.0,10.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28244,R16,2,3,1-6 6-1 6-4,99.0,104792,Gael Monfils,15.0,2220.0,FRA,5,R,193.0,23.71,71.0,35.0,12.0,12.0,3.0,4.0,6.0,103843,Marco Chiudinelli,65.0,722.0,SUI,5,R,185.0,28.68,74.0,29.0,15.0,12.0,0.0,4.0,7.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28245,R16,2,3,6-3 6-4,78.0,103808,Potito Starace,63.0,732.0,ITA,5,R,188.0,28.84,49.0,28.0,7.0,10.0,1.0,0.0,2.0,103997,Lukasz Kubot,54.0,834.0,POL,5,R,190.0,28.0,53.0,26.0,3.0,9.0,1.0,1.0,5.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28246,R16,2,3,6-3 6-2,66.0,104571,Marcos Baghdatis,29.0,1440.0,CYP,5,R,183.0,24.91,46.0,17.0,20.0,9.0,3.0,2.0,2.0,103752,Simon Greul,61.0,740.0,GER,5,R,185.0,29.09,48.0,24.0,2.0,8.0,1.0,2.0,5.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28247,R16,2,3,6-4 6-1,92.0,104919,Leonardo Mayer,59.0,772.0,ARG,5,R,188.0,23.01,52.0,24.0,14.0,9.0,6.0,1.0,1.0,105064,Thomaz Bellucci,28.0,1482.0,BRA,5,L,188.0,22.38,69.0,24.0,13.0,8.0,2.0,6.0,9.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28248,R16,2,3,7-5 6-3,80.0,104660,Sergiy Stakhovsky,66.0,719.0,UKR,5,R,193.0,24.36,56.0,29.0,7.0,11.0,2.0,0.0,3.0,104312,Andreas Seppi,62.0,735.0,ITA,5,R,190.0,26.23,63.0,25.0,7.0,10.0,3.0,2.0,7.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28249,R16,2,3,6-2 6-2,67.0,104269,Fernando Verdasco,9.0,3645.0,ESP,5,L,188.0,26.5,52.0,23.0,14.0,8.0,4.0,3.0,3.0,103722,Florent Serra,67.0,715.0,FRA,5,R,180.0,29.21,52.0,16.0,11.0,8.0,0.0,4.0,8.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28250,QF,3,3,6-4 6-2,83.0,104755,Richard Gasquet,68.0,715.0,FRA,5,R,185.0,23.91,60.0,28.0,12.0,9.0,5.0,6.0,7.0,103694,Olivier Rochus,60.0,741.0,BEL,5,R,168.0,29.33,48.0,19.0,6.0,9.0,2.0,3.0,7.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28251,QF,3,3,7-6(2) 6-2,93.0,103808,Potito Starace,63.0,732.0,ITA,5,R,188.0,28.84,66.0,44.0,3.0,10.0,4.0,5.0,6.0,104792,Gael Monfils,15.0,2220.0,FRA,5,R,193.0,23.71,73.0,32.0,8.0,10.0,2.0,3.0,6.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28252,QF,3,3,5-7 6-3 6-4,175.0,104919,Leonardo Mayer,59.0,772.0,ARG,5,R,188.0,23.01,84.0,41.0,22.0,15.0,6.0,5.0,6.0,104571,Marcos Baghdatis,29.0,1440.0,CYP,5,R,183.0,24.91,135.0,43.0,36.0,16.0,8.0,21.0,24.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28253,QF,3,3,6-2 6-7(5) 6-4,140.0,104269,Fernando Verdasco,9.0,3645.0,ESP,5,L,188.0,26.5,93.0,47.0,16.0,15.0,7.0,3.0,5.0,104660,Sergiy Stakhovsky,66.0,719.0,UKR,5,R,193.0,24.36,113.0,55.0,9.0,15.0,2.0,6.0,11.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28254,SF,4,3,7-6(1) 7-6(6),122.0,104755,Richard Gasquet,68.0,715.0,FRA,5,R,185.0,23.91,95.0,41.0,21.0,12.0,8.0,6.0,7.0,103808,Potito Starace,63.0,732.0,ITA,5,R,188.0,28.84,80.0,43.0,11.0,12.0,2.0,3.0,4.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28255,SF,4,3,7-6(3) 7-5,100.0,104269,Fernando Verdasco,9.0,3645.0,ESP,5,L,188.0,26.5,68.0,40.0,11.0,12.0,6.0,0.0,1.0,104919,Leonardo Mayer,59.0,772.0,ARG,5,R,188.0,23.01,77.0,37.0,14.0,12.0,4.0,4.0,6.0,,,
2010-6120,20100516,2010_16,Nice,FRA,Clay,1,0,1,28,28256,F,5,3,6-3 5-7 7-6(5),157.0,104755,Richard Gasquet,68.0,715.0,FRA,5,R,185.0,23.91,120.0,52.0,19.0,17.0,5.0,4.0,9.0,104269,Fernando Verdasco,9.0,3645.0,ESP,5,L,188.0,26.5,98.0,48.0,12.0,16.0,3.0,6.0,11.0,,,
2010-520,20100524,2010_17,Roland Garros,FRA,Clay,0,0,4,128,28359,R128,1,5,6-4 6-1 6-2,108.0,103819,Roger Federer,1.0,10030.0,SUI,5,R,185.0,28.79,69.0,39.0,15.0,13.0,7.0,1.0,1.0,103429,Peter Luczak,71.0,691.0,AUS,5,R,183.0,30.73,81.0,27.0,17.0,12.0,6.0,7.0,12.0,,,
2010-520,20100524,2010_17,Roland Garros,FRA,Clay,0,0,4,128,28360,R128,1,5,6-1 6-2 6-3,76.0,104268,Alejandro Falla,70.0,705.0,COL,5,L,185.0,26.52,62.0,28.0,16.0,12.0,6.0,2.0,4.0,104386,Janko Tipsarevic,43.0,940.0,SRB,5,R,180.0,25.92,77.0,21.0,12.0,12.0,3.0,6.0,14.0,,,
2010-520,20100524,2010_17,Roland Garros,FRA,Clay,0,0,4,128,28361,R128,1,5,3-6 7-6(4) 6-4 7-5,198.0,103694,Olivier Rochus,62.0,776.0,BEL,5,R,168.0,29.34,132.0,55.0,33.0,21.0,3.0,6.0,9.0,105332,Benoit Paire,216.0,217.0,FRA,2.5,R,196.0,21.04,153.0,63.0,30.0,22.0,24.0,7.0,11.0,,,
2010-520,20100524,2010_17,Roland Garros,FRA,Clay,0,0,4,128,28362,R128,1,5,6-1 7-6(5) 6-2,134.0,104714,Julian Reister,165.0,296.0,GER,2.5,R,188.0,24.14,97.0,50.0,18.0,14.0,3.0,5.0,5.0,103852,Feliciano Lopez,31.0,1420.0,ESP,5,L,188.0,28.67,98.0,39.0,16.0,13.0,10.0,6.0,10.0,,,
2010-520,20100524,2010_17,Roland Garros,FRA,Clay,0,0,4,128,28363,R128,1,5,6-1 6-3 6-3,94.0,104527,Stan Wawrinka,24.0,1600.0,SUI,5,R,183.0,25.16,66.0,36.0,18.0,13.0,10.0,3.0,3.0,104225,Jan Hajek,75.0,637.0,CZE,5,R,180.0,26.8,87.0,38.0,6.0,12.0,0.0,8.0,13.0,,,
2010-520,20100524,2010_17,Roland Garros,FRA,Clay,0,0,4,128,28364,R128,1,5,4-6 6-3 6-2 6-2,159.0,104676,Andreas Beck,74.0,645.0,GER,5,L,190.0,24.3,104.0,55.0,19.0,18.0,5.0,5.0,6.0,103893,Paolo Lorenzi,95.0,564.0,ITA,5,R,183.0,28.44,105.0,42.0,19.0,17.0,14.0,5.0,10.0,,,
2010-520,20100524,2010_17,Roland Garros,FRA,Clay,0,0,4,128,28365,R128,1,5,6-1 3-6 2-6 6-3 6-3,214.0,104926,Fabio Fognini,92.0,570.0,ITA,5,R,178.0,23.0,129.0,59.0,19.0,21.0,5.0,4.0,9.0,103454,Nicolas Massu,91.0,571.0,CHI,5,R,183.0,30.62,143.0,57.0,21.0,21.0,8.0,13.0,20.0,,,
2010-520,20100524,2010_17,Roland Garros,FRA,Clay,0,0,4,128,28366,R128,1,5,6-3 7-5 6-7(5) 6-2,165.0,104792,Gael Monfils,15.0,2220.0,FRA,5,R,193.0,23.73,129.0,57.0,24.0,20.0,11.0,6.0,10.0,104010,Dieter Kindlmann,162.0,297.0,GER,2,R,183.0,27.97,142.0,54.0,25.0,21.0,3.0,9.0,18.0,,,
2010-520,20100524,2010_17,Roland Garros,FRA,Clay,0,0,4,128,28367,R128,1,5,6-1 3-6 6-3 6-1,136.0,105227,Marin Cilic,12.0,2945.0,CRO,5,R,198.0,21.65,95.0,38.0,23.0,16.0,5.0,8.0,11.0,103672,Ricardo Mello,90.0,575.0,BRA,5,L,175.0,29.42,100.0,33.0,17.0,16.0,1.0,4.0,12.0,,,
