t_id,t_date,tour_wk,t_name,t_country,t_surf,t_indoor,t_alt,t_lvl,t_draw_size,m_num,t_round,t_round_num,m_best_of,m_score,m_time(m),w_id,w_name,w_rank,w_rank_pts,w_ioc,w_ent,w_hd,w_ht,w_age,w_svpt,w_1stWon,w_2ndWon,w_SvGms,w_ace,w_bpSaved,w_bpFaced,l_id,l_name,l_rank,l_rank_pts,l_ioc,l_ent,l_hd,l_ht,l_age,l_svpt,l_1stWon,l_2ndWon,l_SvGms,l_ace,l_bpSaved,l_bpFaced,t_loc,AvgW_IP_NV,AvgL_IP_NV
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4842,R16,2,3,6-3 6-4,74.0,109739,Maximilian Marterer,47.0,997.0,GER,5,L,188.0,23.12,55.0,28.0,12.0,10.0,7.0,0.0,0.0,105062,Mikhail Kukushkin,87.0,669.0,KAZ,5,R,183.0,30.59,54.0,20.0,14.0,9.0,3.0,2.0,4.0,Kitzbuhel,56.85,43.15
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4843,R16,2,3,6-7(6) 7-5 6-3,132.0,111797,Nicolas Jarry,53.0,969.0,CHI,5,R,198.0,22.8,110.0,55.0,21.0,16.0,6.0,4.0,4.0,104269,Fernando Verdasco,33.0,1305.0,ESP,5,L,188.0,34.7,102.0,49.0,18.0,17.0,6.0,4.0,7.0,Kitzbuhel,46.07,53.93
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4844,R16,2,3,6-3 6-7(3) 6-1,117.0,126610,Matteo Berrettini,54.0,927.0,ITA,5,R,196.0,22.3,95.0,49.0,17.0,15.0,5.0,4.0,5.0,105430,Radu Albot,98.0,578.0,MDA,5,R,175.0,28.71,79.0,37.0,12.0,13.0,2.0,3.0,7.0,Kitzbuhel,65.96,34.04
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4845,R16,2,3,6-3 6-2,76.0,106121,Taro Daniel,81.0,713.0,JPN,5,R,191.0,25.5,60.0,26.0,16.0,9.0,3.0,3.0,3.0,111513,Laslo Djere,90.0,649.0,SRB,5,R,188.0,23.16,45.0,13.0,11.0,8.0,3.0,3.0,6.0,Kitzbuhel,44.16,55.84
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4846,R16,2,3,7-6(5) 6-4,95.0,144719,Jaume Munar,88.0,668.0,ESP,5,R,183.0,21.23,65.0,32.0,13.0,11.0,4.0,2.0,4.0,104898,Robin Haase,38.0,1110.0,NED,5,R,190.0,31.32,74.0,25.0,20.0,11.0,3.0,5.0,8.0,Kitzbuhel,46.46,53.54
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4847,R16,2,3,6-2 6-4,68.0,105583,Dusan Lajovic,66.0,850.0,SRB,5,R,180.0,28.08,55.0,25.0,15.0,9.0,5.0,2.0,2.0,110602,Dennis Novak,136.0,423.0,AUT,4,R,183.0,24.92,53.0,26.0,7.0,9.0,2.0,2.0,5.0,Kitzbuhel,70.52,29.48
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4848,R16,2,3,6-1 1-6 7-5,118.0,105373,Martin Klizan,112.0,491.0,SVK,2.5,L,190.0,29.05,73.0,35.0,16.0,13.0,3.0,4.0,6.0,106233,Dominic Thiem,8.0,3665.0,AUT,5,R,185.0,24.9,79.0,36.0,17.0,13.0,5.0,5.0,8.0,Kitzbuhel,22.99,77.01
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4849,QF,3,3,6-3 6-3,65.0,104797,Denis Istomin,95.0,597.0,UZB,2.5,R,188.0,31.89,49.0,30.0,9.0,9.0,3.0,0.0,0.0,109739,Maximilian Marterer,47.0,997.0,GER,5,L,188.0,23.12,53.0,21.0,12.0,9.0,3.0,0.0,3.0,Kitzbuhel,38.65,61.35
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4850,QF,3,3,7-5 6-3,84.0,111797,Nicolas Jarry,53.0,969.0,CHI,5,R,198.0,22.8,62.0,33.0,11.0,10.0,4.0,4.0,4.0,126610,Matteo Berrettini,54.0,927.0,ITA,5,R,196.0,22.3,63.0,30.0,10.0,11.0,4.0,0.0,3.0,Kitzbuhel,49.08,50.92
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4851,QF,3,3,7-6(3) 6-3,120.0,144719,Jaume Munar,88.0,668.0,ESP,5,R,183.0,21.23,76.0,29.0,18.0,11.0,4.0,4.0,6.0,106121,Taro Daniel,81.0,713.0,JPN,5,R,191.0,25.5,79.0,28.0,16.0,10.0,2.0,4.0,7.0,Kitzbuhel,51.32,48.68
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4852,QF,3,3,4-6 7-6(6) 6-2,142.0,105373,Martin Klizan,112.0,491.0,SVK,2.5,L,190.0,29.05,96.0,48.0,17.0,15.0,2.0,2.0,4.0,105583,Dusan Lajovic,66.0,850.0,SRB,5,R,180.0,28.08,99.0,45.0,19.0,15.0,3.0,3.0,6.0,Kitzbuhel,44.04,55.96
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4853,SF,4,3,7-5 6-7(4) 6-4,156.0,104797,Denis Istomin,95.0,597.0,UZB,2.5,R,188.0,31.89,111.0,56.0,21.0,17.0,9.0,5.0,6.0,111797,Nicolas Jarry,53.0,969.0,CHI,5,R,198.0,22.8,116.0,52.0,24.0,17.0,9.0,7.0,10.0,Kitzbuhel,38.75,61.25
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4854,SF,4,3,7-6(3) 6-3,101.0,105373,Martin Klizan,112.0,491.0,SVK,2.5,L,190.0,29.05,71.0,37.0,9.0,10.0,2.0,6.0,7.0,144719,Jaume Munar,88.0,668.0,ESP,5,R,183.0,21.23,64.0,26.0,11.0,11.0,3.0,1.0,4.0,Kitzbuhel,58.67,41.33
2018-0319,20180730,2018_20,Kitzbuhel,AUT,Clay,0,0,1,32,4855,F,5,3,6-2 6-2,68.0,105373,Martin Klizan,112.0,491.0,SVK,2.5,L,190.0,29.05,49.0,28.0,7.0,8.0,3.0,4.0,4.0,104797,Denis Istomin,95.0,597.0,UZB,2.5,R,188.0,31.89,43.0,15.0,7.0,8.0,4.0,0.0,4.0,Kitzbuhel,61.19,38.81
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5951,QF,4,3,2-6 6-4 7-6(4),180.0,104918,Andy Murray,1.0,11690.0,GBR,5,R,190.0,29.94,102.0,34.0,28.0,15.0,2.0,7.0,11.0,105077,Albert Ramos,19.0,2135.0,ESP,5,L,188.0,29.27,94.0,36.0,20.0,15.0,2.0,0.0,3.0,Barcelona,73.35,26.65
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5952,R64,1,3,6-7(4) 6-2 7-6(2),166.0,105554,Daniel Evans,43.0,954.0,GBR,5,R,175.0,26.92,100.0,40.0,27.0,16.0,7.0,8.0,12.0,106329,Thiago Monteiro,80.0,644.0,BRA,2.5,L,183.0,22.9,122.0,50.0,16.0,16.0,4.0,9.0,15.0,Barcelona,34.45,65.55
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5953,R16,3,3,6-7(7) 6-3 6-4,154.0,111575,Karen Khachanov,56.0,867.0,RUS,5,R,198.0,20.93,123.0,60.0,19.0,16.0,10.0,7.0,8.0,105676,David Goffin,10.0,2975.0,BEL,5,R,180.0,26.38,112.0,48.0,20.0,15.0,4.0,5.0,8.0,Barcelona,23.44,76.56
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5954,R32,2,3,4-6 6-3 7-6(3),147.0,105216,Yuichi Sugita,91.0,603.0,JPN,2,R,173.0,28.6,97.0,48.0,14.0,16.0,2.0,2.0,6.0,104755,Richard Gasquet,23.0,1740.0,FRA,5,R,185.0,30.85,100.0,35.0,27.0,15.0,4.0,5.0,9.0,Barcelona,17.53,82.47
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5955,R32,2,3,7-6(4) 4-6 6-4,145.0,100644,Alexander Zverev,21.0,2005.0,GER,5,R,198.0,20.01,102.0,41.0,23.0,16.0,1.0,1.0,5.0,104597,Nicolas Almagro,57.0,860.0,ESP,5,R,183.0,31.67,108.0,47.0,19.0,16.0,5.0,4.0,8.0,Barcelona,74.85,25.15
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5956,R16,3,3,6-4 3-6 7-6(3),138.0,104547,Horacio Zeballos,84.0,634.0,ARG,5,L,188.0,31.99,108.0,50.0,17.0,15.0,1.0,9.0,12.0,105332,Benoit Paire,49.0,915.0,FRA,5,R,196.0,27.96,112.0,46.0,24.0,16.0,15.0,4.0,7.0,Barcelona,41.65,58.35
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5957,SF,5,3,6-2 3-6 6-4,135.0,106233,Dominic Thiem,9.0,3385.0,AUT,5,R,185.0,23.64,71.0,25.0,19.0,13.0,6.0,4.0,8.0,104918,Andy Murray,1.0,11690.0,GBR,5,R,190.0,29.94,96.0,36.0,15.0,14.0,1.0,4.0,10.0,Barcelona,44.42,55.58
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5958,R64,1,3,2-6 7-6(4) 6-3,134.0,104731,Kevin Anderson,66.0,730.0,RSA,5,R,203.0,30.93,79.0,38.0,14.0,14.0,8.0,1.0,4.0,104122,Carlos Berlocq,62.0,792.0,ARG,5,R,183.0,34.22,93.0,48.0,11.0,15.0,1.0,3.0,6.0,Barcelona,52.51,47.49
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5959,R16,3,3,6-2 3-6 6-4,129.0,105077,Albert Ramos,19.0,2135.0,ESP,5,L,188.0,29.27,68.0,32.0,5.0,13.0,1.0,2.0,8.0,105138,Roberto Bautista Agut,18.0,2145.0,ESP,5,R,183.0,29.03,91.0,33.0,10.0,14.0,1.0,4.0,12.0,Barcelona,43.38,56.62
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5960,R32,2,3,7-6(5) 7-6(5),114.0,111575,Karen Khachanov,56.0,867.0,RUS,5,R,198.0,20.93,73.0,32.0,19.0,12.0,2.0,2.0,4.0,104655,Pablo Cuevas,26.0,1560.0,URU,5,R,180.0,31.31,83.0,35.0,20.0,12.0,1.0,4.0,6.0,Barcelona,32.03,67.97
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5961,R16,3,3,6-4 6-4,109.0,104918,Andy Murray,1.0,11690.0,GBR,5,R,190.0,29.94,84.0,31.0,21.0,10.0,6.0,6.0,7.0,103852,Feliciano Lopez,40.0,1045.0,ESP,5,L,188.0,35.59,65.0,27.0,11.0,10.0,8.0,7.0,10.0,Barcelona,84.23,15.77
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5962,R32,2,3,7-6(6) 6-4,106.0,105077,Albert Ramos,19.0,2135.0,ESP,5,L,188.0,29.27,61.0,25.0,18.0,11.0,2.0,0.0,2.0,134770,Casper Ruud,126.0,448.0,NOR,2.5,R,183.0,18.34,83.0,35.0,14.0,11.0,3.0,4.0,7.0,Barcelona,71.97,28.03
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5963,R64,1,3,7-6(3) 6-3,105.0,104719,Marcel Granollers,65.0,736.0,ESP,5,R,190.0,31.03,63.0,31.0,10.0,10.0,1.0,6.0,8.0,104291,Malek Jaziri,67.0,726.0,TUN,5,R,185.0,33.26,74.0,27.0,10.0,11.0,2.0,6.0,10.0,Barcelona,49.21,50.79
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5964,R32,2,3,6-3 7-6(6),105.0,105332,Benoit Paire,49.0,915.0,FRA,5,R,196.0,27.96,86.0,32.0,21.0,11.0,2.0,7.0,9.0,104719,Marcel Granollers,65.0,736.0,ESP,5,R,190.0,31.03,77.0,34.0,11.0,10.0,0.0,6.0,9.0,Barcelona,58.72,41.28
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5965,R32,2,3,7-6(3) 7-5,105.0,104547,Horacio Zeballos,84.0,634.0,ARG,5,L,188.0,31.99,74.0,42.0,10.0,12.0,5.0,2.0,3.0,105311,Joao Sousa,37.0,1080.0,POR,5,R,185.0,28.07,80.0,40.0,12.0,12.0,8.0,6.0,8.0,Barcelona,33.18,66.82
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5966,QF,4,3,7-6(1) 6-2,104.0,104745,Rafael Nadal,5.0,4235.0,ESP,5,L,185.0,30.89,60.0,35.0,9.0,10.0,1.0,1.0,2.0,111202,Hyeon Chung,94.0,579.0,KOR,2.5,R,188.0,20.93,68.0,26.0,12.0,10.0,1.0,2.0,5.0,Barcelona,92.51,7.49
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5967,R64,1,3,7-5 4-6 6-2,99.0,106071,Bernard Tomic,41.0,960.0,AUS,5,R,193.0,24.51,86.0,39.0,23.0,15.0,6.0,2.0,3.0,104460,Dustin Brown,75.0,685.0,GER,5,R,196.0,32.38,96.0,37.0,21.0,15.0,9.0,2.0,5.0,Barcelona,40.92,59.08
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5968,R64,1,3,6-4 6-4,97.0,103656,Albert Montanes,312.0,155.0,ESP,4,R,175.0,36.41,84.0,29.0,17.0,10.0,1.0,10.0,13.0,104198,Guillermo Garcia Lopez,115.0,507.0,ESP,5,R,188.0,33.89,65.0,26.0,6.0,10.0,1.0,6.0,11.0,Barcelona,23.57,76.43
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5969,SF,5,3,6-3 6-4,94.0,104745,Rafael Nadal,5.0,4235.0,ESP,5,L,185.0,30.89,59.0,34.0,10.0,10.0,1.0,5.0,5.0,104547,Horacio Zeballos,84.0,634.0,ARG,5,L,188.0,31.99,58.0,20.0,14.0,9.0,2.0,3.0,5.0,Barcelona,92.35,7.65
2017-0425,20170424,2017_12,Barcelona,ESP,Clay,0,0,1,64,5970,R16,3,3,6-3 6-4,93.0,104745,Rafael Nadal,5.0,4235.0,ESP,5,L,185.0,30.89,49.0,31.0,9.0,10.0,1.0,0.0,0.0,104731,Kevin Anderson,66.0,730.0,RSA,5,R,203.0,30.93,74.0,31.0,11.0,9.0,5.0,8.0,10.0,Barcelona,91.29,8.71
